Transaction_ID,Date,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
413,2020-01-09 14:42:09.729729729,2699.014530770332,0.05,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,False,Not Specified,PayPal,False,North,Canada
704,2020-01-07 05:11:21.081081081,9379.93419713886,0.2,Online,Critical,WH-3,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,East,USA
111,2020-01-05 03:40:32.432432432,8361.753996603446,0.15,Partner,Medium,WH-2,Express,Cancelled,Neutral,True,Late,Cash,False,North,USA
968,2020-01-07 14:03:14.594594594,5096.553818483975,0.05,Partner,Low,WH-1,2-Day,Cancelled,Satisfied,False,Unknown,Credit Card,True,West,USA
438,2020-01-07 17:56:45.405405405,4548.151760546192,0.0,Partner,Medium,WH-1,Overnight,Pending,Neutral,False,Wrong Item,PayPal,False,West,Mexico
876,2020-01-02 15:08:06.486486486,728.0479260264442,0.1,Direct,Critical,WH-1,Regular,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,East,Mexico
242,2020-01-09 14:55:08.108108108,8352.23520481891,0.1,Online,High,WH-3,Express,Delivered,Unsatisfied,False,Damaged,Cash,True,South,Mexico
256,2020-01-08 08:51:53.513513513,1481.01758431296,0.1,Direct,Low,WH-3,2-Day,Delivered,Unsatisfied,True,Not Specified,PayPal,False,East,Mexico
943,2020-01-03 07:47:01.621621621,2496.0183326673423,0.0,Reseller,Low,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,True,South,Canada
844,2020-01-06 20:58:22.702702702,5799.799918770696,0.1,Direct,High,WH-1,Express,Delivered,Neutral,True,Damaged,Wire Transfer,False,South,Canada
221,2020-01-06 03:53:30.810810810,5548.8216847984,0.15,Partner,Medium,WH-2,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,True,South,Mexico
179,2020-01-07 22:03:14.594594594,3762.17367068762,0.0,Direct,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Wrong Item,PayPal,False,East,Mexico
933,2020-01-01 09:56:45.405405405,6857.580784286234,0.0,Partner,Critical,WH-2,Overnight,Pending,Neutral,False,Damaged,PayPal,True,East,USA
543,2020-01-04 14:16:12.972972973,2577.7819446121225,0.15,Reseller,Critical,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,USA
377,2020-01-03 02:09:43.783783783,6875.384992316773,0.05,Online,High,WH-3,2-Day,Cancelled,Neutral,False,Unknown,Cash,False,North,Canada
584,2020-01-09 22:16:12.972972973,6925.430144790879,0.15,Online,Medium,WH-1,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,False,South,USA
443,2020-01-06 01:30:48.648648648,8264.400466025749,0.05,Partner,Critical,WH-3,Overnight,Cancelled,Neutral,True,Not Specified,PayPal,True,North,USA
286,2020-01-06 18:35:40.540540540,5080.254939738498,0.15,Online,Low,WH-2,Regular,Backorder,Satisfied,True,Wrong Item,PayPal,True,North,Canada
815,2020-01-02 06:55:08.108108108,2594.632574440118,0.2,Partner,Critical,WH-3,Regular,Delivered,Unsatisfied,False,Damaged,Wire Transfer,True,South,Canada
803,2020-01-02 06:55:08.108108108,6086.00440258147,0.05,Partner,Medium,WH-2,Express,Delivered,Unsatisfied,False,Late,Cash,False,West,Canada
478,2020-01-04 03:14:35.675675675,2684.940662650785,0.05,Direct,Medium,WH-2,Regular,Pending,Satisfied,False,Not Specified,PayPal,False,South,USA
962,2020-01-01 19:14:35.675675675,561.4113990022503,0.0,Direct,Low,WH-1,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
235,2020-01-05 06:03:14.594594594,8299.319664341838,0.2,Direct,Critical,WH-3,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,North,Mexico
693,2020-01-02 10:22:42.162162162,698.8741193539661,0.1,Online,Medium,WH-1,Overnight,Cancelled,Satisfied,True,Wrong Item,Cash,False,East,Mexico
966,2020-01-02 14:16:12.972972972,727.4895200695931,0.0,Direct,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,False,South,Mexico
940,2020-01-04 08:25:56.756756756,4981.528456425172,0.2,Reseller,Low,WH-3,Overnight,Delivered,Unsatisfied,False,Late,Cash,False,East,USA
170,2020-01-07 12:45:24.324324324,7302.474745800372,0.0,Partner,Low,WH-3,Regular,Delivered,Satisfied,True,Wrong Item,Credit Card,True,South,Canada
883,2020-01-02 03:01:37.297297297,3495.9555610281163,0.2,Direct,Medium,WH-1,2-Day,Pending,Unsatisfied,False,Late,PayPal,False,West,Mexico
842,2020-01-05 16:00:00.000000000,5877.175036434299,0.2,Reseller,Medium,WH-2,Overnight,Pending,Neutral,False,Late,Wire Transfer,False,West,Mexico
108,2020-01-08 08:12:58.378378378,5096.553818483975,0.15,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,True,North,USA
571,2020-01-01 11:27:34.054054054,1159.2438160897425,0.0,Online,High,WH-2,Overnight,Backorder,Satisfied,False,Late,Credit Card,True,South,Canada
901,2020-01-04 03:01:37.297297297,5096.553818483975,0.0,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
3,2020-01-08 17:56:45.405405405,5096.553818483975,0.2,Partner,High,WH-3,Regular,Pending,Unsatisfied,False,Late,Wire Transfer,False,East,Mexico
585,2020-01-08 22:55:08.108108108,6956.515232753864,0.1,Reseller,High,WH-1,Regular,Backorder,Satisfied,True,Wrong Item,Wire Transfer,True,South,Canada
756,2020-01-07 04:45:24.324324324,5096.553818483975,0.2,Partner,High,WH-2,Express,Cancelled,Satisfied,False,Late,Wire Transfer,True,North,USA
226,2020-01-06 13:50:16.216216216,5096.553818483975,0.05,Reseller,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Wrong Item,Cash,False,East,Mexico
476,2020-01-01 07:47:01.621621621,9009.054470532858,0.15,Online,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Damaged,Cash,True,North,USA
754,2020-01-02 17:17:50.270270270,3315.0951180481006,0.1,Online,High,WH-2,Regular,Backorder,Satisfied,True,Not Specified,Wire Transfer,True,West,USA
622,2020-01-06 17:43:47.027027027,4109.801250171249,0.0,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,USA
95,2020-01-07 22:42:09.729729729,5096.553818483975,0.0,Direct,Medium,WH-3,2-Day,Backorder,Neutral,True,Damaged,PayPal,False,North,Mexico
949,2020-01-03 23:08:06.486486486,5096.553818483975,0.1,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada
793,2020-01-03 09:04:51.891891891,4119.042527723012,0.1,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico
878,2020-01-01 19:27:34.054054054,2182.281426274253,0.1,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA
973,2020-01-09 07:21:04.864864864,5096.553818483975,0.0,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada
836,2020-01-01 15:47:01.621621621,8471.892776672148,0.0,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,Unknown,Cash,False,South,Canada
579,2020-01-01 00:51:53.513513513,3286.8575036895936,0.0,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico
648,2020-01-09 18:22:42.162162162,7155.80921574729,0.05,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA
60,2020-01-08 08:51:53.513513513,5923.335459975025,0.1,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA
371,2020-01-03 06:42:09.729729729,560.6009123626114,0.0,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
564,2020-01-06 03:01:37.297297297,6806.332511100889,0.0,Online,High,WH-1,Regular,Delivered,Satisfied,False,Unknown,PayPal,False,North,Canada
193,2020-01-05 03:27:34.054054054,5096.553818483975,0.1,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico
956,2020-01-07 00:12:58.378378378,1765.2301938414723,0.0,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico
650,2020-01-01 14:42:09.729729729,8792.164504873814,0.1,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico
674,2020-01-08 05:11:21.081081081,8290.641269528669,0.05,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico
791,2020-01-09 05:37:17.837837837,4678.628577281432,0.15,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico
729,2020-01-06 10:35:40.540540540,6663.271168514167,0.2,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA
750,2020-01-04 12:58:22.702702702,1253.1627039963216,0.0,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA
67,2020-01-06 09:43:47.027027027,9307.67592771227,0.1,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA
679,2020-01-06 22:16:12.972972973,3423.8236002849167,0.1,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico
690,2020-01-05 11:14:35.675675675,5786.414054813809,0.0,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada
742,2020-01-01 16:00:00.000000000,1056.3704002030718,0.2,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
863,2020-01-06 21:50:16.216216216,9900.300667151065,0.15,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,Unknown,Cash,True,East,Mexico
855,2020-01-04 19:01:37.297297297,3317.8185804923846,0.2,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA
433,2020-01-09 14:16:12.972972973,5096.553818483975,0.0,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada
141,2020-01-01 13:24:19.459459459,5096.553818483975,0.2,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
859,2020-01-04 06:42:09.729729729,1671.195903339995,0.2,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,Unknown,PayPal,True,South,USA
147,2020-01-04 18:22:42.162162162,1128.5692939271844,0.0,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada
860,2020-01-08 11:53:30.810810810,5426.336042324472,0.1,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA
303,2020-01-03 05:11:21.081081081,2031.5787137636644,0.2,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada
119,2020-01-04 00:51:53.513513513,5343.613090729348,0.2,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico
490,2020-01-09 08:25:56.756756756,3071.117448826774,0.15,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,Unknown,Cash,False,East,USA
97,2020-01-05 06:55:08.108108108,3268.8786781910417,0.15,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
216,2020-01-01 18:22:42.162162162,3750.022398204144,0.05,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico
872,2020-01-04 17:30:48.648648648,6597.285409613636,0.2,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA
858,2020-01-05 11:01:37.297297297,1705.9719306722404,0.05,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Unknown,PayPal,False,East,Canada
662,2020-01-05 22:55:08.108108108,9653.059501006112,0.2,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA
347,2020-01-05 22:55:08.108108108,6483.296217129723,0.0,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA
479,2020-01-05 11:14:35.675675675,5096.553818483975,0.1,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
352,2020-01-09 21:24:19.459459459,4570.350086563557,0.0,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada
28,2020-01-04 11:14:35.675675675,8690.928249752793,0.0,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA
214,2020-01-07 06:55:08.108108108,2310.7934142072727,0.05,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA
752,2020-01-05 02:35:40.540540540,9126.176181505793,0.05,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA
173,2020-01-09 15:34:03.243243243,5096.553818483975,0.2,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada
258,2020-01-07 03:40:32.432432432,5096.553818483975,0.0,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada
199,2020-01-06 01:43:47.027027027,9091.417862441644,0.1,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada
325,2020-01-02 16:12:58.378378378,4425.138913473335,0.2,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA
164,2020-01-06 03:53:30.810810810,8906.12361811204,0.0,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada
935,2020-01-03 17:43:47.027027027,4474.700567094169,0.05,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada
657,2020-01-09 04:58:22.702702702,4708.820210207385,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico
464,2020-01-05 14:29:11.351351351,5096.553818483975,0.0,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico
442,2020-01-04 06:42:09.729729729,2647.7511746003456,0.0,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,Unknown,Credit Card,True,North,Mexico
524,2020-01-05 06:55:08.108108108,1477.004625496029,0.2,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico
994,2020-01-09 06:55:08.108108108,6085.920479906411,0.15,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada
205,2020-01-03 01:43:47.027027027,6803.474142177796,0.0,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA
971,2020-01-07 15:47:01.621621621,1368.5089222628126,0.15,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico
137,2020-01-04 02:09:43.783783783,8113.734874118059,0.1,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,Unknown,Credit Card,False,West,Mexico
232,2020-01-06 18:09:43.783783783,7463.50101861492,0.15,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada
6,2020-01-01 15:21:04.864864864,5103.110953260103,0.05,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA
116,2020-01-07 12:32:25.945945946,5350.517195865819,0.0,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada
295,2020-01-06 17:43:47.027027027,9359.271344983465,0.05,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada
995,2020-01-05 01:04:51.891891891,4551.747598797681,0.15,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada
376,2020-01-01 01:43:47.027027027,3785.157934899037,0.05,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,Unknown,PayPal,True,West,Mexico
441,2020-01-03 01:30:48.648648648,2631.0263091084994,0.1,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada
470,2020-01-01 09:43:47.027027027,4223.150347967136,0.1,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico
13,2020-01-03 23:21:04.864864864,1868.748467125396,0.05,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico
494,2020-01-03 21:37:17.837837837,9889.99944265307,0.2,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA
326,2020-01-03 22:16:12.972972973,6920.317788488699,0.1,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA
469,2020-01-05 06:55:08.108108108,5096.553818483975,0.05,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,Unknown,Cash,True,East,Mexico
552,2020-01-08 04:45:24.324324324,9324.165723532871,0.2,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada
708,2020-01-08 12:19:27.567567567,9708.5572166997,0.0,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada
415,2020-01-09 23:08:06.486486486,9301.406080583756,0.1,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico
568,2020-01-07 03:14:35.675675675,5980.37141245648,0.15,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico
576,2020-01-01 11:14:35.675675675,4362.610104914987,0.05,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada
207,2020-01-06 21:24:19.459459459,4322.859463343461,0.2,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada
596,2020-01-01 22:42:09.729729729,3573.5389186121697,0.05,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico
171,2020-01-09 21:11:21.081081081,7209.33854427499,0.05,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA
944,2020-01-06 21:37:17.837837837,5096.553818483975,0.0,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada
772,2020-01-02 22:42:09.729729729,8813.769376900946,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA
11,2020-01-05 04:45:24.324324324,6016.641303265707,0.1,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA
465,2020-01-01 03:27:34.054054054,3930.2099002398536,0.15,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico
563,2020-01-03 19:40:32.432432432,3311.354279647853,0.15,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada
652,2020-01-01 20:06:29.189189189,7437.3673005309265,0.1,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico
206,2020-01-07 17:43:47.027027027,4406.376144384185,0.0,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico
699,2020-01-07 01:43:47.027027027,6918.797570967194,0.1,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA
19,2020-01-06 23:21:04.864864864,3411.402946406793,0.2,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada
530,2020-01-09 06:55:08.108108108,6926.595620445742,0.0,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico
350,2020-01-06 18:22:42.162162162,5547.293174333853,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada
905,2020-01-05 13:37:17.837837837,2218.473063099534,0.0,Online,Critical,WH-1,Regular,Pending,Neutral,True,Unknown,PayPal,False,North,Mexico
639,2020-01-09 16:00:00.000000000,4325.685349448322,0.2,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Cash,False,North,Canada
396,2020-01-08 16:00:00.000000000,2022.1432092768096,0.1,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA
463,2020-01-01 10:22:42.162162162,1917.8699625440024,0.2,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA
617,2020-01-06 16:51:53.513513513,9597.500639589583,0.05,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada
366,2020-01-06 03:27:34.054054054,3430.448674150098,0.1,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada
948,2020-01-01 02:22:42.162162162,5856.982750026322,0.2,Online,Medium,WH-2,2-Day,Pending,Neutral,False,Unknown,Cash,True,East,USA
41,2020-01-01 12:32:25.945945945,3933.3359011382704,0.0,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada
49,2020-01-09 14:55:08.108108108,9538.725843799371,0.0,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA
965,2020-01-03 20:06:29.189189189,5096.553818483975,0.05,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico
220,2020-01-06 00:12:58.378378378,7481.795550251495,0.0,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA
957,2020-01-04 08:25:56.756756756,5096.553818483975,0.2,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,True,Unknown,Cash,True,South,Mexico
713,2020-01-01 09:04:51.891891891,2038.2685630060305,0.2,Partner,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Credit Card,False,East,Canada
17,2020-01-01 21:24:19.459459459,1281.587080632088,0.0,Online,Low,WH-1,2-Day,Cancelled,Neutral,True,Unknown,Cash,True,South,Mexico
160,2020-01-01 06:55:08.108108108,6945.74969878006,0.15,Reseller,Critical,WH-2,Regular,Delivered,Neutral,False,Late,PayPal,True,North,Mexico
925,2020-01-07 20:58:22.702702702,1763.5930896196237,0.05,Direct,Critical,WH-3,Express,Pending,Satisfied,False,Damaged,Cash,True,East,USA
109,2020-01-03 10:22:42.162162162,7809.764493779448,0.1,Direct,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,False,West,Canada
31,2020-01-03 11:40:32.432432432,5096.553818483975,0.05,Online,Critical,WH-3,Regular,Delivered,Satisfied,False,Not Specified,Credit Card,False,South,USA
229,2020-01-08 04:19:27.567567567,5693.608979685237,0.0,Partner,Low,WH-3,2-Day,Backorder,Neutral,False,Wrong Item,Credit Card,False,South,USA
241,2020-01-03 12:58:22.702702702,5096.553818483975,0.1,Reseller,High,WH-2,Overnight,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
391,2020-01-06 14:55:08.108108108,5096.553818483975,0.2,Partner,Critical,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,False,South,USA
710,2020-01-04 17:56:45.405405405,5096.553818483975,0.1,Online,High,WH-1,Overnight,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
716,2020-01-04 13:37:17.837837837,4791.525021823716,0.0,Partner,Medium,WH-2,Express,Delivered,Satisfied,True,Damaged,PayPal,False,South,Mexico
893,2020-01-05 02:22:42.162162162,1190.9820038973498,0.0,Reseller,High,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Credit Card,True,East,USA
504,2020-01-08 03:01:37.297297297,4561.121313857546,0.05,Online,Low,WH-3,Express,Pending,Neutral,False,Damaged,PayPal,True,East,Canada
575,2020-01-03 08:51:53.513513513,9214.046632487967,0.0,Reseller,Medium,WH-1,Regular,Cancelled,Unsatisfied,True,Damaged,PayPal,True,West,USA
797,2020-01-07 14:42:09.729729729,4140.545976498891,0.0,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,PayPal,False,South,Mexico
698,2020-01-07 04:58:22.702702702,3647.846077995012,0.1,Direct,Medium,WH-1,Regular,Delivered,Neutral,True,Late,Wire Transfer,True,East,USA
665,2020-01-03 06:42:09.729729729,5096.553818483975,0.1,Direct,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Late,Credit Card,True,East,Canada
581,2020-01-02 18:09:43.783783783,7129.411462299116,0.15,Partner,Critical,WH-3,Regular,Pending,Satisfied,True,Damaged,Cash,True,West,USA
215,2020-01-03 04:19:27.567567567,2254.008344800008,0.1,Online,Low,WH-1,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,True,East,Canada
146,2020-01-07 01:43:47.027027027,4179.563920765483,0.15,Direct,Critical,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,Wire Transfer,True,West,USA
401,2020-01-05 06:03:14.594594594,1299.212791464137,0.2,Direct,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,Credit Card,True,North,USA
337,2020-01-05 14:16:12.972972973,5791.884876112834,0.15,Partner,Critical,WH-3,2-Day,Backorder,Unsatisfied,True,Wrong Item,Credit Card,False,East,USA
719,2020-01-03 17:04:51.891891891,1593.8886947544108,0.0,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,South,Mexico
613,2020-01-04 12:45:24.324324324,2917.572650373472,0.0,Partner,Low,WH-1,Overnight,Backorder,Unsatisfied,True,Wrong Item,Cash,True,North,Canada
912,2020-01-02 04:45:24.324324324,8139.572867346899,0.0,Direct,High,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,True,South,Canada
775,2020-01-08 04:19:27.567567567,7359.62760993596,0.0,Direct,High,WH-1,2-Day,Backorder,Satisfied,False,Not Specified,Credit Card,False,South,USA
694,2020-01-05 06:29:11.351351351,3499.844936870212,0.2,Direct,Critical,WH-3,Overnight,Backorder,Neutral,False,Not Specified,Wire Transfer,True,West,Canada
841,2020-01-03 01:30:48.648648648,5951.725571932415,0.2,Online,Medium,WH-2,Regular,Delivered,Unsatisfied,True,Late,Credit Card,True,East,Mexico
676,2020-01-03 00:00:00.000000000,5232.2344637064025,0.0,Reseller,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Unknown,PayPal,True,North,Mexico
452,2020-01-03 13:11:21.081081081,987.291565321548,0.05,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,False,East,Mexico
557,2020-01-06 23:34:03.243243243,2956.620115780448,0.0,Reseller,High,WH-3,2-Day,Backorder,Unsatisfied,True,Not Specified,Cash,True,West,Mexico
953,2020-01-04 05:11:21.081081081,7482.739268803322,0.0,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,True,West,Canada
941,2020-01-06 02:09:43.783783783,5096.553818483975,0.1,Reseller,Low,WH-3,Express,Delivered,Unsatisfied,True,Damaged,PayPal,False,West,Mexico
663,2020-01-06 12:06:29.189189189,1526.4233140758677,0.1,Partner,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Credit Card,True,East,Mexico
